message_id,sender_id,message_text,timestamp,amount,transaction_cost,new_balance,recipient_name,is_fraud,fraud_type,message_type,sender_name,sender_number,is_valid_sender,message_length,has_pin_word,amount_count,has_confirmed,has_link,link_count,link_at_start,link_at_end,has_official_domain,link_with_urgency,link_without_transaction,exclamation_count,has_urgent_word
MSG00006742,MPESA,Confirmed. You have received Ksh11170.17 from Lucy Kimani 0793 246 105 on 5/10/25 at 1.16 AM New M-PESA balance is Ksh54877.12. Save more with M-PESA. Visit https://www.safaricom.co.ke/offers,2025-10-05 01:16:00.984769,11170.17,0.0,54877.12,,0,,receipt_confirmation,Lucy Kimani,0793 246 105,1,191,0,2,1,1,2,0,1,1,0,0,0,0
MSG00006849,MPESA,Confirmed. You have received Ksh7961.39 from Kamau Nyambura 0710 572 677 on 5/10/25 at 1.27 AM New M-PESA balance is Ksh11551.19.,2025-10-05 01:27:00.984769,7961.39,0.0,11551.19,,0,,receipt_confirmation,Kamau Nyambura,0710 572 677,1,129,0,2,1,0,0,0,0,0,0,0,0,0
MSG00005843,MPESA,Confirmed. You have received Ksh19548.91 from Paul Kimani 0740 721 858 on 5/10/25 at 1.30 AM New M-PESA balance is Ksh47280.31.,2025-10-05 01:30:00.966446,19548.91,0.0,47280.31,,0,,receipt_confirmation,Paul Kimani,0740 721 858,1,127,0,2,1,0,0,0,0,0,0,0,0,0
MSG00003391,MPESA,"Confirmed. Ksh22525.67 paid to John Njoroge. on 5/10/25 at 1.35 AM New M-PESA balance is Ksh36951.72. Transaction cost, Ksh55.00. Amount you can transact within the day is 500000.00. Pata zawadi za hadi sh 300 unapotumia M-PESA Global. Visit https://bit.ly/mpesalnk",2025-10-05 01:35:00.921532,22525.67,55.0,36951.72,John Njoroge,0,,payment_confirmation,,,1,265,0,3,1,1,2,0,1,0,0,0,0,0
MSG00000005,MPESA,"Confirmed. Ksh3986.07 paid to Faith Maina. on 5/10/25 at 1.38 AM New M-PESA balance is Ksh6769.22. Transaction cost, Ksh30.00. Amount you can transact within the day is 500000.00.",2025-10-05 01:38:00.862861,3986.07,30.0,6769.22,Faith Maina,0,,payment_confirmation,,,1,179,0,3,1,0,0,0,0,0,0,0,0,0
MSG00001818,MPESA,"Confirmed. Ksh15949.67 paid to Mary Otieno. on 5/10/25 at 1.46 AM New M-PESA balance is Ksh67251.44. Transaction cost, Ksh50.00. Amount you can transact within the day is 500000.00. Send money globally with M-PESA. Learn more https://bit.ly/mpesalnk",2025-10-05 01:46:00.884288,15949.67,50.0,67251.44,Mary Otieno,0,,payment_confirmation,,,1,249,0,3,1,1,2,0,1,0,0,0,0,0
MSG00004083,MPESA,"Confirmed. Ksh48075.80 paid to Otieno Kimani. on 5/10/25 at 1.46 AM New M-PESA balance is Ksh6363.32. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00.",2025-10-05 01:46:00.935523,48075.8,60.0,6363.32,Otieno Kimani,0,,payment_confirmation,,,1,182,0,3,1,0,0,0,0,0,0,0,0,0
MSG00005749,MPESA,Confirmed. You have received Ksh44839.96 from Sarah Nyambura 0792 473 447 on 5/10/25 at 1.55 AM New M-PESA balance is Ksh58587.74. Lipa na M-PESA at NAIVAS SUPERMARKET and stand a chance to win a trolley shopping.,2025-10-05 01:55:00.966446,44839.96,0.0,58587.74,,0,,receipt_confirmation,Sarah Nyambura,0792 473 447,1,213,0,2,1,0,0,0,0,0,0,0,0,0
MSG00002000,MPESA,"Confirmed. Ksh32683.32 paid to Otieno Kamau. on 5/10/25 at 2.03 AM New M-PESA balance is Ksh37438.14. Transaction cost, Ksh55.00. Amount you can transact within the day is 500000.00. Funga mkopo na M-PESA loans haraka.",2025-10-05 02:03:00.897586,32683.32,55.0,37438.14,Otieno Kamau,0,,payment_confirmation,,,1,218,0,3,1,0,0,0,0,0,0,0,0,0
MSG00004917,MPESA,"Confirmed. Ksh41938.26 paid to David Kiprotich. on 5/10/25 at 2.16 AM New M-PESA balance is Ksh26058.77. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00.",2025-10-05 02:16:00.948137,41938.26,60.0,26058.77,David Kiprotich,0,,payment_confirmation,,,1,185,0,3,1,0,0,0,0,0,0,0,0,0
MSG00000965,MPESA,"Confirmed. Ksh10968.76 paid to Esther Kimani. on 5/10/25 at 2.24 AM New M-PESA balance is Ksh74980.58. Transaction cost, Ksh45.00. Amount you can transact within the day is 500000.00. Pata zawadi za hadi sh 300 unapotumia M-PESA Global. Visit https://bit.ly/mpesalnk",2025-10-05 02:24:00.878739,10968.76,45.0,74980.58,Esther Kimani,0,,payment_confirmation,,,1,266,0,3,1,1,2,0,1,0,0,0,0,0
MSG00006507,MPESA,Confirmed. You have received Ksh5026.50 from Chebet Wanjiku 0768 595 995 on 5/10/25 at 2.25 AM New M-PESA balance is Ksh26538.94.,2025-10-05 02:25:00.981439,5026.5,0.0,26538.94,,0,,receipt_confirmation,Chebet Wanjiku,0768 595 995,1,129,0,2,1,0,0,0,0,0,0,0,0,0
MSG00005275,MPESA,Confirmed. You have received Ksh16892.50 from Paul Odhiambo 0792 749 400 on 5/10/25 at 2.57 AM New M-PESA balance is Ksh31682.03.,2025-10-05 02:57:00.953299,16892.5,0.0,31682.03,,0,,receipt_confirmation,Paul Odhiambo,0792 749 400,1,129,0,2,1,0,0,0,0,0,0,0,0,0
MSG00002139,MPESA,"Confirmed. Ksh22754.88 paid to Kamau Waithaka. on 5/10/25 at 2.59 AM New M-PESA balance is Ksh1232.65. Transaction cost, Ksh55.00. Amount you can transact within the day is 500000.00.",2025-10-05 02:59:00.900648,22754.88,55.0,1232.65,Kamau Waithaka,0,,payment_confirmation,,,1,183,0,3,1,0,0,0,0,0,0,0,0,0
MSG00001746,MPESA,"Confirmed. Ksh3385.61 paid to Peter Omondi. on 5/10/25 at 3.05 AM New M-PESA balance is Ksh52970.26. Transaction cost, Ksh25.00. Amount you can transact within the day is 500000.00.",2025-10-05 03:05:00.884288,3385.61,25.0,52970.26,Peter Omondi,0,,payment_confirmation,,,1,181,0,3,1,0,0,0,0,0,0,0,0,0
MSG00005533,MPESA,Confirmed. You have received Ksh14809.59 from Wanjiru Omondi 0730 496 689 on 5/10/25 at 3.08 AM New M-PESA balance is Ksh91840.97.,2025-10-05 03:08:00.953299,14809.59,0.0,91840.97,,0,,receipt_confirmation,Wanjiru Omondi,0730 496 689,1,130,0,2,1,0,0,0,0,0,0,0,0,0
MSG00004439,MPESA,"Confirmed. Ksh13030.55 paid to James Kimani. on 5/10/25 at 3.12 AM New M-PESA balance is Ksh66253.09. Transaction cost, Ksh45.00. Amount you can transact within the day is 500000.00.",2025-10-05 03:12:00.935523,13030.55,45.0,66253.09,James Kimani,0,,payment_confirmation,,,1,182,0,3,1,0,0,0,0,0,0,0,0,0
MSG00002693,MPESA,"Confirmed. Ksh3152.39 paid to Esther Kiplagat. on 5/10/25 at 3.21 AM New M-PESA balance is Ksh14280.77. Transaction cost, Ksh25.00. Amount you can transact within the day is 500000.00. Tumia M-PESA Biashara number kununua credit na data bila ya transaction cost.",2025-10-05 03:21:00.906448,3152.39,25.0,14280.77,Esther Kiplagat,0,,payment_confirmation,,,1,262,0,3,1,0,0,0,0,0,0,0,0,0
MSG00001684,MPESA,"Confirmed. Ksh29959.69 paid to Joyce Otieno. on 5/10/25 at 3.31 AM New M-PESA balance is Ksh55468.58. Transaction cost, Ksh55.00. Amount you can transact within the day is 500000.00.",2025-10-05 03:31:00.884288,29959.69,55.0,55468.58,Joyce Otieno,0,,payment_confirmation,,,1,182,0,3,1,0,0,0,0,0,0,0,0,0
MSG00000947,MPESA,"Confirmed. Ksh29779.00 paid to Peter Mutua. on 5/10/25 at 3.43 AM New M-PESA balance is Ksh35756.45. Transaction cost, Ksh55.00. Amount you can transact within the day is 500000.00. Funga mkopo na M-PESA loans haraka.",2025-10-05 03:43:00.876467,29779.0,55.0,35756.45,Peter Mutua,0,,payment_confirmation,,,1,217,0,3,1,0,0,0,0,0,0,0,0,0
MSG00004507,MPESA,"Confirmed. Ksh42712.81 paid to Kipchoge Ogola. on 5/10/25 at 4.08 AM New M-PESA balance is Ksh17275.48. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00.",2025-10-05 04:08:00.935523,42712.81,60.0,17275.48,Kipchoge Ogola,0,,payment_confirmation,,,1,184,0,3,1,0,0,0,0,0,0,0,0,0
MSG00001490,MPESA,"Confirmed. Ksh38507.90 paid to Timothy Maina. on 5/10/25 at 4.11 AM New M-PESA balance is Ksh47509.22. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00. Pata zawadi za hadi sh 300 unapotumia M-PESA Global. Visit https://bit.ly/mpesalnk",2025-10-05 04:11:00.884288,38507.9,60.0,47509.22,Timothy Maina,0,,payment_confirmation,,,1,266,0,3,1,1,2,0,1,0,0,0,0,0
MSG00002642,MPESA,"Confirmed. Ksh42415.62 paid to Wanjiru Odhiambo. on 5/10/25 at 4.15 AM New M-PESA balance is Ksh47672.41. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00.",2025-10-05 04:15:00.906448,42415.62,60.0,47672.41,Wanjiru Odhiambo,0,,payment_confirmation,,,1,186,0,3,1,0,0,0,0,0,0,0,0,0
MSG00000594,MPESA,"Confirmed. Ksh45959.65 paid to Paul Ogola. on 5/10/25 at 4.17 AM New M-PESA balance is Ksh2133.25. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00. Shop with M-PESA and get cashback. Check https://www.safaricom.co.ke/mpesa",2025-10-05 04:17:00.862861,45959.65,60.0,2133.25,Paul Ogola,0,,payment_confirmation,,,1,254,0,3,1,1,2,0,1,1,0,0,0,0
MSG00002575,MPESA,"Confirmed. Ksh9050.11 paid to Peter Otieno. on 5/10/25 at 4.31 AM New M-PESA balance is Ksh35299.43. Transaction cost, Ksh40.00. Amount you can transact within the day is 500000.00. Send money globally with M-PESA. Learn more https://bit.ly/mpesalnk",2025-10-05 04:31:00.906448,9050.11,40.0,35299.43,Peter Otieno,0,,payment_confirmation,,,1,249,0,3,1,1,2,0,1,0,0,0,0,0
MSG00003748,MPESA,"Confirmed. Ksh42979.29 paid to Wanjiru Nyambura. on 5/10/25 at 4.41 AM New M-PESA balance is Ksh11933.78. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00.",2025-10-05 04:41:00.921532,42979.29,60.0,11933.78,Wanjiru Nyambura,0,,payment_confirmation,,,1,186,0,3,1,0,0,0,0,0,0,0,0,0
MSG00006537,MPESA,Confirmed. You have received Ksh15751.58 from Faith Kariuki 0730 054 872 on 5/10/25 at 5.12 AM New M-PESA balance is Ksh63823.84.,2025-10-05 05:12:00.981439,15751.58,0.0,63823.84,,0,,receipt_confirmation,Faith Kariuki,0730 054 872,1,129,0,2,1,0,0,0,0,0,0,0,0,0
MSG00003053,MPESA,"Confirmed. Ksh16516.59 paid to Joyce Mutua. on 5/10/25 at 5.31 AM New M-PESA balance is Ksh11689.60. Transaction cost, Ksh50.00. Amount you can transact within the day is 500000.00.",2025-10-05 05:31:00.916117,16516.59,50.0,11689.6,Joyce Mutua,0,,payment_confirmation,,,1,181,0,3,1,0,0,0,0,0,0,0,0,0
MSG00007457,MPESA,Confirmed. You have received Ksh40447.58 from James Kiprotich 0730 293 862 on 5/10/25 at 5.49 AM New M-PESA balance is Ksh78606.37.,2025-10-05 05:49:00.998914,40447.58,0.0,78606.37,,0,,receipt_confirmation,James Kiprotich,0730 293 862,1,131,0,2,1,0,0,0,0,0,0,0,0,0
MSG00000095,MPESA,"Confirmed. Ksh28781.20 paid to John Njoroge. on 5/10/25 at 6.35 AM New M-PESA balance is Ksh53843.34. Transaction cost, Ksh55.00. Amount you can transact within the day is 500000.00. M-PESA Global - send money worldwide at low rates.",2025-10-05 06:35:00.862861,28781.2,55.0,53843.34,John Njoroge,0,,payment_confirmation,,,1,233,0,3,1,0,0,0,0,0,0,0,0,0
MSG00000889,MPESA,"Confirmed. Ksh33025.80 paid to Kamau Kariuki. on 5/10/25 at 6.43 AM New M-PESA balance is Ksh65585.96. Transaction cost, Ksh55.00. Amount you can transact within the day is 500000.00.",2025-10-05 06:43:00.876467,33025.8,55.0,65585.96,Kamau Kariuki,0,,payment_confirmation,,,1,183,0,3,1,0,0,0,0,0,0,0,0,0
MSG00000911,MPESA,"Confirmed. Ksh4303.34 paid to Catherine Ogola. on 5/10/25 at 6.47 AM New M-PESA balance is Ksh49962.27. Transaction cost, Ksh30.00. Amount you can transact within the day is 500000.00.",2025-10-05 06:47:00.876467,4303.34,30.0,49962.27,Catherine Ogola,0,,payment_confirmation,,,1,184,0,3,1,0,0,0,0,0,0,0,0,0
MSG00002473,MPESA,"Confirmed. Ksh27896.64 paid to Peter Wanjiku. on 5/10/25 at 6.52 AM New M-PESA balance is Ksh21078.41. Transaction cost, Ksh55.00. Amount you can transact within the day is 500000.00.",2025-10-05 06:52:00.906448,27896.64,55.0,21078.41,Peter Wanjiku,0,,payment_confirmation,,,1,183,0,3,1,0,0,0,0,0,0,0,0,0
MSG00002437,MPESA,"Confirmed. Ksh46331.92 paid to Timothy Owino. on 5/10/25 at 6.57 AM New M-PESA balance is Ksh26602.40. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00. Tumia M-PESA Biashara number kununua credit na data bila ya transaction cost.",2025-10-05 06:57:00.906448,46331.92,60.0,26602.4,Timothy Owino,0,,payment_confirmation,,,1,261,0,3,1,0,0,0,0,0,0,0,0,0
MSG00005689,MPESA,Confirmed. You have received Ksh27945.69 from Kamau Maina 0740 120 085 on 5/10/25 at 7.04 AM New M-PESA balance is Ksh31859.55.,2025-10-05 07:04:00.965162,27945.69,0.0,31859.55,,0,,receipt_confirmation,Kamau Maina,0740 120 085,1,127,0,2,1,0,0,0,0,0,0,0,0,0
MSG00003805,MPESA,"Confirmed. Ksh35591.40 paid to David Waithaka. on 5/10/25 at 7.41 AM New M-PESA balance is Ksh21414.80. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00. Tumia M-PESA Biashara number kununua credit na data bila ya transaction cost.",2025-10-05 07:41:00.930195,35591.4,60.0,21414.8,David Waithaka,0,,payment_confirmation,,,1,262,0,3,1,0,0,0,0,0,0,0,0,0
MSG00000897,MPESA,"Confirmed. Ksh47070.08 paid to Michael Odhiambo. on 5/10/25 at 7.54 AM New M-PESA balance is Ksh17987.96. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00. Lipa na M-PESA na ufaidike na bei nafuu.",2025-10-05 07:54:00.876467,47070.08,60.0,17987.96,Michael Odhiambo,0,,payment_confirmation,,,1,227,0,3,1,0,0,0,0,0,0,0,0,0
MSG00007656,MPESA,Confirmed. You have received Ksh34271.59 from Kamau Waithaka 0720 514 739 on 5/10/25 at 8.03 AM New M-PESA balance is Ksh52239.62.,2025-10-05 08:03:01.003438,34271.59,0.0,52239.62,,0,,receipt_confirmation,Kamau Waithaka,0720 514 739,1,130,0,2,1,0,0,0,0,0,0,0,0,0
MSG00003618,MPESA,"Confirmed. Ksh48723.56 paid to Peter Omondi. on 5/10/25 at 8.20 AM New M-PESA balance is Ksh34669.31. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00. Send money globally with M-PESA. Learn more https://bit.ly/mpesalnk",2025-10-05 08:20:00.921532,48723.56,60.0,34669.31,Peter Omondi,0,,payment_confirmation,,,1,250,0,3,1,1,2,0,1,0,0,0,0,0
MSG00004209,MPESA,"Confirmed. Ksh33617.18 paid to Otieno Owino. on 5/10/25 at 3.36 PM New M-PESA balance is Ksh55330.84. Transaction cost, Ksh55.00. Amount you can transact within the day is 500000.00.",2025-10-05 15:36:00.935523,33617.18,55.0,55330.84,Otieno Owino,0,,payment_confirmation,,,1,182,0,3,1,0,0,0,0,0,0,0,0,0
MSG00004124,MPESA,"Confirmed. Ksh9226.65 paid to Peter Odhiambo. on 5/10/25 at 4.28 PM New M-PESA balance is Ksh83007.83. Transaction cost, Ksh40.00. Amount you can transact within the day is 500000.00. Tumia M-PESA Biashara number kununua credit na data bila ya transaction cost.",2025-10-05 16:28:00.935523,9226.65,40.0,83007.83,Peter Odhiambo,0,,payment_confirmation,,,1,261,0,3,1,0,0,0,0,0,0,0,0,0
MSG00006403,MPESA,Confirmed. You have received Ksh27603.93 from Chebet Mutua 0791 772 043 on 5/10/25 at 4.29 PM New M-PESA balance is Ksh37351.24.,2025-10-05 16:29:00.974619,27603.93,0.0,37351.24,,0,,receipt_confirmation,Chebet Mutua,0791 772 043,1,128,0,2,1,0,0,0,0,0,0,0,0,0
MSG00006302,MPESA,Confirmed. You have received Ksh26059.59 from Daniel Wanjiku 0791 273 406 on 5/10/25 at 4.32 PM New M-PESA balance is Ksh52503.87. Get exclusive deals at https://bit.ly/mpesadeals for M-PESA users.,2025-10-05 16:32:00.974619,26059.59,0.0,52503.87,,0,,receipt_confirmation,Daniel Wanjiku,0791 273 406,1,197,0,2,1,1,2,0,1,0,0,0,0,0
MSG00007855,MPESA,Confirmed. You have received Ksh46899.93 from Joseph Kiplagat 0710 518 507 on 5/10/25 at 4.33 PM New M-PESA balance is Ksh56987.53.,2025-10-05 16:33:01.003438,46899.93,0.0,56987.53,,0,,receipt_confirmation,Joseph Kiplagat,0710 518 507,1,131,0,2,1,0,0,0,0,0,0,0,0,0
MSG00004659,MPESA,"Confirmed. Ksh44172.88 paid to Ruth Odhiambo. on 5/10/25 at 4.40 PM New M-PESA balance is Ksh25972.21. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00. Lipa na M-PESA na ufaidike na bei nafuu.",2025-10-05 16:40:00.935523,44172.88,60.0,25972.21,Ruth Odhiambo,0,,payment_confirmation,,,1,224,0,3,1,0,0,0,0,0,0,0,0,0
MSG00007886,MPESA,Confirmed. You have received Ksh16603.99 from Otieno Kimani 0768 464 398 on 5/10/25 at 4.40 PM New M-PESA balance is Ksh64573.77.,2025-10-05 16:40:01.003438,16603.99,0.0,64573.77,,0,,receipt_confirmation,Otieno Kimani,0768 464 398,1,129,0,2,1,0,0,0,0,0,0,0,0,0
MSG00000798,MPESA,"Confirmed. Ksh19484.57 paid to Kipchoge Wanjiku. on 5/10/25 at 4.41 PM New M-PESA balance is Ksh44605.08. Transaction cost, Ksh50.00. Amount you can transact within the day is 500000.00. Lipa na M-PESA na ufaidike na bei nafuu.",2025-10-05 16:41:00.862861,19484.57,50.0,44605.08,Kipchoge Wanjiku,0,,payment_confirmation,,,1,227,0,3,1,0,0,0,0,0,0,0,0,0
MSG00004723,MPESA,"Confirmed. Ksh42284.91 paid to Esther Mwangi. on 5/10/25 at 4.41 PM New M-PESA balance is Ksh32870.88. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00. M-PESA Global - send money worldwide at low rates.",2025-10-05 16:41:00.945590,42284.91,60.0,32870.88,Esther Mwangi,0,,payment_confirmation,,,1,234,0,3,1,0,0,0,0,0,0,0,0,0
MSG00002881,MPESA,"Confirmed. Ksh36549.92 paid to David Odhiambo. on 5/10/25 at 4.46 PM New M-PESA balance is Ksh40537.01. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00.",2025-10-05 16:46:00.912973,36549.92,60.0,40537.01,David Odhiambo,0,,payment_confirmation,,,1,184,0,3,1,0,0,0,0,0,0,0,0,0
MSG00007861,MPESA,Confirmed. You have received Ksh34632.90 from Wanjiru Otieno 0710 273 049 on 5/10/25 at 4.50 PM New M-PESA balance is Ksh103101.92.,2025-10-05 16:50:01.003438,34632.9,0.0,103101.92,,0,,receipt_confirmation,Wanjiru Otieno,0710 273 049,1,131,0,2,1,0,0,0,0,0,0,0,0,0
MSG00003928,MPESA,"Confirmed. Ksh13155.42 paid to Michael Nyambura. on 5/10/25 at 5.11 PM New M-PESA balance is Ksh45042.43. Transaction cost, Ksh45.00. Amount you can transact within the day is 500000.00.",2025-10-05 17:11:00.932567,13155.42,45.0,45042.43,Michael Nyambura,0,,payment_confirmation,,,1,186,0,3,1,0,0,0,0,0,0,0,0,0
MSG00000907,MPESA,"Confirmed. Ksh20907.88 paid to Timothy Odhiambo. on 5/10/25 at 5.26 PM New M-PESA balance is Ksh26766.79. Transaction cost, Ksh55.00. Amount you can transact within the day is 500000.00. Lipa na M-PESA na ufaidike na bei nafuu.",2025-10-05 17:26:00.876467,20907.88,55.0,26766.79,Timothy Odhiambo,0,,payment_confirmation,,,1,227,0,3,1,0,0,0,0,0,0,0,0,0
MSG00004486,MPESA,"Confirmed. Ksh14170.22 paid to Sarah Kiprotich. on 5/10/25 at 5.44 PM New M-PESA balance is Ksh53640.60. Transaction cost, Ksh45.00. Amount you can transact within the day is 500000.00.",2025-10-05 17:44:00.935523,14170.22,45.0,53640.6,Sarah Kiprotich,0,,payment_confirmation,,,1,185,0,3,1,0,0,0,0,0,0,0,0,0
MSG00004340,MPESA,"Confirmed. Ksh17614.60 paid to Chebet Koech. on 5/10/25 at 6.25 PM New M-PESA balance is Ksh42057.74. Transaction cost, Ksh50.00. Amount you can transact within the day is 500000.00. Get 10% cashback on all payments. Visit https://bit.ly/mpesacashback",2025-10-05 18:25:00.935523,17614.6,50.0,42057.74,Chebet Koech,0,,payment_confirmation,,,1,251,0,3,1,1,2,0,1,0,0,0,0,0
MSG00003176,MPESA,"Confirmed. Ksh42184.22 paid to John Kamau. on 5/10/25 at 6.32 PM New M-PESA balance is Ksh52238.53. Transaction cost, Ksh60.00. Amount you can transact within the day is 500000.00.",2025-10-05 18:32:00.921532,42184.22,60.0,52238.53,John Kamau,0,,payment_confirmation,,,1,180,0,3,1,0,0,0,0,0,0,0,0,0
MSG00006596,MPESA,Confirmed. You have received Ksh31532.22 from Catherine Ogola 0769 020 828 on 5/10/25 at 6.41 PM New M-PESA balance is Ksh105131.46.,2025-10-05 18:41:00.982950,31532.22,0.0,105131.46,,0,,receipt_confirmation,Catherine Ogola,0769 020 828,1,132,0,2,1,0,0,0,0,0,0,0,0,0
MSG00002650,MPESA,"Confirmed. Ksh1012.92 paid to Faith Maina. on 5/10/25 at 6.55 PM New M-PESA balance is Ksh2748.20. Transaction cost, Ksh15.00. Amount you can transact within the day is 500000.00. Send money globally with M-PESA. Learn more https://bit.ly/mpesalnk",2025-10-05 18:55:00.906448,1012.92,15.0,2748.2,Faith Maina,0,,payment_confirmation,,,1,247,0,3,1,1,2,0,1,0,0,0,0,0
MSG00007000,MPESA,Confirmed. You have received Ksh33692.27 from Kamau Maina 0720 319 142 on 5/10/25 at 6.55 PM New M-PESA balance is Ksh113493.63.,2025-10-05 18:55:00.984769,33692.27,0.0,113493.63,,0,,receipt_confirmation,Kamau Maina,0720 319 142,1,128,0,2,1,0,0,0,0,0,0,0,0,0
MSG00001434,MPESA,"Confirmed. Ksh31261.89 paid to Sarah Maina. on 5/10/25 at 6.57 PM New M-PESA balance is Ksh68396.83. Transaction cost, Ksh55.00. Amount you can transact within the day is 500000.00. Funga mkopo na M-PESA loans haraka.",2025-10-05 18:57:00.884288,31261.89,55.0,68396.83,Sarah Maina,0,,payment_confirmation,,,1,217,0,3,1,0,0,0,0,0,0,0,0,0
MSG00005121,MPESA,Confirmed. You have received Ksh46846.87 from Chebet Kariuki 0750 074 135 on 5/10/25 at 6.57 PM New M-PESA balance is Ksh73907.84. Lipa na M-PESA at NAIVAS SUPERMARKET and stand a chance to win a trolley shopping.,2025-10-05 18:57:00.953299,46846.87,0.0,73907.84,,0,,receipt_confirmation,Chebet Kariuki,0750 074 135,1,213,0,2,1,0,0,0,0,0,0,0,0,0
MSG00002078,MPESA,"Confirmed. Ksh34865.88 paid to Daniel Mwangi. on 5/10/25 at 6.58 PM New M-PESA balance is Ksh55015.67. Transaction cost, Ksh55.00. Amount you can transact within the day is 500000.00. Tumia M-PESA Biashara number kununua credit na data bila ya transaction cost.",2025-10-05 18:58:00.900648,34865.88,55.0,55015.67,Daniel Mwangi,0,,payment_confirmation,,,1,261,0,3,1,0,0,0,0,0,0,0,0,0
MSG00005730,MPESA,Confirmed. You have received Ksh37215.16 from Timothy Wanjiku 0730 604 858 on 5/10/25 at 7.03 PM New M-PESA balance is Ksh58364.37.,2025-10-05 19:03:00.965162,37215.16,0.0,58364.37,,0,,receipt_confirmation,Timothy Wanjiku,0730 604 858,1,131,0,2,1,0,0,0,0,0,0,0,0,0
MSG00006240,MPESA,Confirmed. You have received Ksh3042.39 from Akinyi Mwangi 0792 317 349 on 5/10/25 at 7.11 PM New M-PESA balance is Ksh17133.03.,2025-10-05 19:11:00.974619,3042.39,0.0,17133.03,,0,,receipt_confirmation,Akinyi Mwangi,0792 317 349,1,128,0,2,1,0,0,0,0,0,0,0,0,0
MSG00004295,MPESA,"Confirmed. Ksh18495.57 paid to Peter Odhiambo. on 5/10/25 at 7.26 PM New M-PESA balance is Ksh10927.18. Transaction cost, Ksh50.00. Amount you can transact within the day is 500000.00. Funga mkopo na M-PESA loans haraka.",2025-10-05 19:26:00.935523,18495.57,50.0,10927.18,Peter Odhiambo,0,,payment_confirmation,,,1,220,0,3,1,0,0,0,0,0,0,0,0,0
MSG00000301,MPESA,"Confirmed. Ksh17782.69 paid to Kamau Omondi. on 5/10/25 at 7.35 PM New M-PESA balance is Ksh27313.25. Transaction cost, Ksh50.00. Amount you can transact within the day is 500000.00.",2025-10-05 19:35:00.862861,17782.69,50.0,27313.25,Kamau Omondi,0,,payment_confirmation,,,1,182,0,3,1,0,0,0,0,0,0,0,0,0
MSG00007168,MPESA,Confirmed. You have received Ksh8091.64 from Peter Otieno 0792 826 310 on 5/10/25 at 7.35 PM New M-PESA balance is Ksh51819.74.,2025-10-05 19:35:00.993216,8091.64,0.0,51819.74,,0,,receipt_confirmation,Peter Otieno,0792 826 310,1,127,0,2,1,0,0,0,0,0,0,0,0,0
MSG00006463,MPESA,Confirmed. You have received Ksh4697.60 from Lucy Otieno 0730 294 531 on 5/10/25 at 7.38 PM New M-PESA balance is Ksh69184.74. Save more with M-PESA. Visit https://www.safaricom.co.ke/offers,2025-10-05 19:38:00.974619,4697.6,0.0,69184.74,,0,,receipt_confirmation,Lucy Otieno,0730 294 531,1,190,0,2,1,1,2,0,1,1,0,0,0,0
MSG00003127,MPESA,"Confirmed. Ksh19445.49 paid to Samuel Ogola. on 5/10/25 at 7.46 PM New M-PESA balance is Ksh41147.61. Transaction cost, Ksh50.00. Amount you can transact within the day is 500000.00. Exclusive M-PESA deals at https://bit.ly/safaricomdeals",2025-10-05 19:46:00.919863,19445.49,50.0,41147.61,Samuel Ogola,0,,payment_confirmation,,,1,238,0,3,1,1,2,0,1,0,0,0,0,0
MSG00007465,MPESA,Confirmed. You have received Ksh40086.62 from Akinyi Wanjiku 0769 867 448 on 5/10/25 at 8.16 PM New M-PESA balance is Ksh95280.49.,2025-10-05 20:16:00.998914,40086.62,0.0,95280.49,,0,,receipt_confirmation,Akinyi Wanjiku,0769 867 448,1,130,0,2,1,0,0,0,0,0,0,0,0,0
MSG00005626,MPESA,Confirmed. You have received Ksh30626.35 from Grace Omondi 0793 666 762 on 5/10/25 at 8.21 PM New M-PESA balance is Ksh81284.45.,2025-10-05 20:21:00.962994,30626.35,0.0,81284.45,,0,,receipt_confirmation,Grace Omondi,0793 666 762,1,128,0,2,1,0,0,0,0,0,0,0,0,0
MSG00003377,MPESA,"Confirmed. Ksh12617.34 paid to Sarah Odhiambo. on 5/10/25 at 8.32 PM New M-PESA balance is Ksh35753.32. Transaction cost, Ksh45.00. Amount you can transact within the day is 500000.00. Get 10% cashback on all payments. Visit https://bit.ly/mpesacashback",2025-10-05 20:32:00.921532,12617.34,45.0,35753.32,Sarah Odhiambo,0,,payment_confirmation,,,1,253,0,3,1,1,2,0,1,0,0,0,0,0
